product_id,product_name,aisle_id,department_id
169,Extra Sharp Cheddar Cheese,21,16
171,Steakhouse Onion Burger with Garlic Seasoning,5,13
172,Gluten Free All Natural Chocolate Chip Cookies,61,19
173,Habanero Lime Shrimp Flavor Ramen Noodle Soup,4,9
175,T Bone Steak,122,12
176,Original Turkey,96,20
177,Citrus Terere Yerba Mate,94,7
178,Vegan Santa Fe Style Flour Tortilla Rolled Tacos,42,1
179,Penne Rigate With Spinach,131,9
180,Simply Beyond Black Bean Tortilla Chips,107,19
181,Country Style Baked Beans,59,15
183,Cookie Dough Performance Energy,3,19
184,Kisses Milk Chocolate Candy,45,19
185,Chicken Nugget Meal,38,1
187,Wild Sardines in Marinara Sauce,95,15
188,Mild El Nino Salsa,67,20
189,Healthfull Nuts & Seeds Bread,112,3
190,Classic Culinary Low Sodium Vegetable Broth,69,15
191,Medium Spicy Butter Chicken Simmer Sauce,9,9
192,Israeli Style Gefilte Fish,33,6
193,fruitwater® Strawberry Kiwi Sparkling Water,98,7
194,Lamb Rib Chops,122,12
195,Grade A Pasteurized 2% Milkfat Lowfat Cottage Cheese with Pineapple,108,16
196,Soda,77,7
197,Cold Brew Coffee Tahitian Vanilla,26,7
198,Tzatziki Cucumber Sauce,67,20
199,Herb Thyme Clamshell,16,4
201,Sloppy Joe,38,1
202,Spinach & Feta Pierogi,38,1
205,Chocolate Mint Cookie Crunch Nutrition Bar,3,19
206,Roasted Vegetable Soufflé,38,1
207,Minis Candy Bars,45,19
208,Vanilla Almond Cashew Almondmilk Cashewmilk Blend,91,16
209,Italian Pasta Salad,1,20
210,Homemade Hot Arrabbiata Fra Diavolo Sauce,9,9
211,Gluten Free Organic Cereal Coconut Maple Vanilla,130,14
212,Organic Blue Corn Sea Salt Tortilla Chips,107,19
213,Tapatio Salsa Picante Hot Sauce Tortilla Chips,107,19
215,Sambal Oelek Ground Fresh Chili Paste,66,6
216,"Gluten Free Oatmeal, Variety Pack",130,14
217,"String Cheese, Mozzarella",108,16
218,"6\"" Organic Carrot Cake",8,3
221,Cayenne Lemonade Made With Raw Tristate Honey,31,7
222,Honey Nut Oatmeal Squares,121,14
223,Kiwi Strawberry Sparkling Water,115,7
225,3 Seed Blue Corn Dipping Chips,107,19
226,Shaved Parmesan Cheese,21,16
227,Triple Chocolate Snack Size,45,19
228,Organic Soups Lentil,69,15
230,Vanilla Cream Soda,77,7
231,Low Sodium Turkey,49,12
232,Blue Bottle Coffee Frozen Bar,37,1
233,Chinese Breakfast Black Tea,94,7
234,Tennessee Whiskey,124,5
235,Gluten Free Blueberry Muffin Mix,105,13
237,Brambleberry Herbal Tea,94,7
238,Alpha-Bits Multigrain Cereal,121,14
239,Chicharrones Picante Flavor Pork Rinds,107,19
240,Nature's Seasons Seasoning Blend,104,13
241,Shrimp with Pasta & Vegetables,38,1
242,Original Red Twists,45,19
243,Taco Reduced Sodium Seasoning Mix,5,13
244,Organic Roasted Garlic Pasta Sauce,9,9
245,Poppy Seed Bagels,93,3
247,Perfectly Thymed Pita Crisps Baked,107,19
248,Dried Sweetened Cranberries,117,19
249,"Pinot Grigio, California, 2010",62,5
250,"Authentic Deep Dish, Spinach & Garlic Pizza",79,1
252,"Waffles, Red Berry",121,14
253,Organic Vegetable Greens & Greens Juice Blend,31,7
254,Honey Mustard,72,13
256,Island Fruits Fruit Snacks,50,19
257,Key Lime Soda,77,7
258,Vegetable Pot Pie,38,1
259,Imported Italian Solid Light Tuna In Pure Olive Oil,95,15
260,Cantaloupe,24,4
261,Organic Southwestern Burrito,38,1
262,Petite Dill Pickles,110,13
264,Non-Fat Blueberry on the Bottom Greek Yogurt,120,16
266,Rio Berry,64,7
267,Triple Chocolate Ripple,37,1
269,Stuffed Crust Five Cheese Pizza,79,1
271,TAI PEI      14OZ.SWEET & SOUR CHKN,38,1
273,Thin Stackers Brown Rice  Salt Free,107,19
275,Caramel Sauce,103,19
276,French Vanilla Ice Cream,37,1
277,Diet Root Beer,77,7
278,Instant Mashed Potatoes,4,9
279,Everyday Detox Dandelion Tea,94,7
281,Chai Tea Bags,94,7
283,Organic Whole Wheat Elbows,131,9
284,Organic Spicy Heirloom Marinara Sauce,9,9
285,Mini Nilla Wafers Munch Pack,61,19
286,Lite Poppy Seed Dressing Lite,89,13
287,Turkey,96,20
288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,130,14
289,100% Juice No Sugar Added Fruit Punch,98,7
290,Organic Peppermint Lemonade,31,7
294,Minis Original Saltine Crackers,78,19
297,"Write Bros Ball Point Pens, Cap-Pen, Medium (1.0 mm), Black Ink",100,21
298,Brisk With Lemon Iced Tea,94,7
299,Organic Apple Spinach Kale Coconut Water Superjuice,98,7
300,Organic Enriched Unbleached White Flour,17,13
303,"Candy, Original",45,19
304,Dry Roasted Pistachios,117,19
305,Wild Forest Raw Neem Honey,29,13
306,Gold Potatoes,83,4
307,Precious Mozzarella Cheese,21,16
309,Graduates Lil' Entrees Spiral Pasta In Turkey Meat Sauce With Green & Yellow Beans,92,18
310,"Crackers, Puffed, Corn, Quinoa & Sesame",78,19
311,Naturals Savory Turkey Breakfast Sausage,52,1
312,Juicing Carrots,83,4
313,Peppermint/Banana Split Variety Pack Frozen Dairy Dessert Cones,37,1
315,Creamy Italian Dressing Marinade,89,13
317,Best Grains Honey & Crunch Oat Bread,112,3
319,Steamfresh Chef's Favorites Lightly Sauced Roasted Red Potatoes & Green Beans,116,1
322,Brooklyn Pizza Dough,79,1
323,Natural Food Color Packets,17,13
324,Strong & Kind Roasted Jalapeno Almond Protein Bar,3,19
325,Veggie-Style Mini Corn Dogs,42,1
326,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,4,9
327,"Green Peas, Organic, Petite",116,1
329,Organic Whole Grassmilk Milk,84,16
330,Chilpotles in Adobo Sauce,30,6
331,Organic Lemon Gingersnap,61,19
332,Raspberry Fig Bars,3,19
334,Sparkling Raspberry Lemonade Water Beverage,115,7
335,Blueberry Kombucha,31,7
336,Black Currant Kombucha,31,7
338,Yahrzeit Light Memorial Candle,33,6
339,Creamline Yogurt Wild Blueberry,120,16
340,Eco-Pac Kamut Puffs Cereal,121,14
341,Cheese Creations Four Cheese Cheese Sauce,9,9
343,Organic Whole Peeled Baby Carrots,123,4
344,Lime Sherbet,37,1
345,Extra Strength Berry,64,7
346,Sunflower Bread,112,3
347,"Vegetable Salad Kit, Sweet Kale",123,4
348,Super Slimming Herbal Tea,94,7
349,Organic Granulated Tapioca,17,13
350,Mixed 12 Pack Lion's Share Ale,27,5
352,Colby Jack & Mild Cheddar Combo Pack,21,16
353,Tzatziki Greek Yogurt Dip,67,20
355,Ground Flaxseed With Mixed Berries,117,19
356,Ristorante Pizza Spinaci Thin Crust Pizza,79,1
358,Frozen All Butter Pound Cake,119,1
359,Deli Thin-Sliced Honey Ham,96,20
360,Whole Wheat Spanakopita,129,1
362,Pound Cake Cake Mix,105,13
363,Water Crackers Original All Natural,78,19
364,Greener Selection Salad,123,4
365,Cheerios Cereal,121,14
369,New Mexico Chili,30,6
370,Chocolate Caramel Whey Protein Bar,3,19
371,Juniper Berry Soda,77,7
373,Honey Glazed Carrots,116,1
374,Sliced Kosher Salami,96,20
375,Multigrain Spaghetti Style Pasta,131,9
379,Super Dry Beer,27,5
380,Clementine Bag,123,4
381,Toaster Pops Strawberry,52,1
382,Sugar Free Mint Patties,45,19
383,Breaded Chicken Breast Tenders,34,1
385,Liquid Drink Mix Blackberry Lemonade,90,7
387,Chocolate Brownie Flavor Protein Bar,3,19
388,Stove Top Stuffing Mix for Turkey,4,9
389,Mache Blend,123,4
391,Organic Yukon Gold Potato Bag,83,4
392,OPA Greek Yogurt Ranch Dressing,89,13
395,Sweet Cream Buttermilk Powder,17,13
396,Cashews Natural Unsalted,37,1
397,Pure Granulated Cane Sugar,17,13
398,Organic Hard Candy Blood Orange and Honey,45,19
399,Organic Strawberry Lemon-ade,31,7
400,Grass-Fed Yogurt Blueberry Cardamom,120,16
402,100% Pure Beef Homestyle Patties,34,1
403,Ultra Thin Pastrami,96,20
404,Reg; Organic Apple Cider Vinegar 16 Fl Oz,19,13
405,100% Organic Diced Tomatoes,81,15
406,Vanilla Almond Protein Bar,3,19
409,Original Bite Size Candies Natural & Artificial Flavors Fun Size,45,19
410,Holiday Sugar Plum Spice Herbal Tea,94,7
414,Gluten Free Chicken Rustica Pizza,79,1
417,Classics Baby Binks Easter Chocolate Bunny,100,21
418,Whole Grain Linguine Pasta,131,9
419,Light & Fit Strawberry Cheesecake Greek Nonfat Yogurt,120,16
420,International Cafe French Vanilla Mix,26,7
421,Garlic & Herb Fresh Goat Cheese,21,16
422,Mix-Up Flamin' Hot & Cheezy Mix Flavored Snack Mix,107,19
423,Red Jalapeno Caesar Dressing,89,13
424,Linguine Pasta,131,9
425,Sardines in Water Salt Added,33,6
426,2nd Foods Bananas,92,18
427,Italian Style Panko Breadcrumbs,5,13
429,Dark Red Kidney Beans,59,15
430,Born Yesterday Pale Ale,27,5
431,"Ice Cream, Cookies & Cream",37,1
432,Vanilla Almond Breeze Almond Milk,91,16
433,Organic Whole Granulation Roasted Buckwheat Groats,107,19
435,Dark Chocolate Raisins,50,19
436,Petite Brussels Sprouts,116,1
437,Strawberry Cheesecake Nonfat Yogurt,100,21
438,Special K Vanilla Cappuccino Protein Breakfast Shakes,48,14
439,Crispy Cinnamon Pear Chips,50,19
440,Crossovers Olive Thyme Almond,100,21
444,Special Recipe Italian Bread,112,3
445,Almond Honey Protein+ Bar,3,19
446,Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,120,16
447,"Tea, Superflower, Hibiscus, Blueberry, Caffeine-Free, Bags",94,7
448,White Chicken Chili,59,15
449,Chips Ahoy! Chewy Cookies,61,19
450,Chow Mein Thin Noodles,4,9
451,"Almond Spread, Dark Chocolate",88,13
452,Sleepytime Sinus Soother Herbal Tea,94,7
453,Hummus Wrap,13,20
454,Sloppy Joe Sauce,51,13
456,Sparkling Blueberry,77,7
457,Whole Wheat Fig Bar,48,14
459,Honey Vanilla Greek Yogurt,120,16
460,Acai Dragonfruit Melon Green Tea,94,7
463,Salt Free Seasoning,104,13
464,Liquid Water Enhancer Peach Green Tea With Ginseng & Honey,90,7
465,100% Natural Just Peaches,50,19
466,Old Fashioned Vegetable Beef Soup,69,15
467,"Soup, Lower Sodium, Organic, Split Pea",69,15
468,Kabocha Squash,83,4
469,Whipping Cream,53,16
470,Lite Beer,27,5
471,Half 'n Half Lemonade Tea,94,7
472,Fancy Diced Hot Chilies,100,21
475,Organic Reposado Tequila,124,5
476,Chub Mackerel,95,15
477,Naturally Aged Cheddar Cheese Block Hot Habanero,21,16
478,Organic Pitted Kalamata Olives,110,13
479,Most Wanted Cabernet Sauvignon Red Wine,28,5
480,Slow Churned Mint Chocolate Chip Ice Cream,37,1
481,Black Peppercorns,104,13
483,"\""Constant Comment\"" Decaffeinated Black Tea Blend",94,7
484,Plain Greek Goat Yogurt,120,16
486,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,120,16
488,Organic Orange Turmeric Juice,31,7
489,Dough for Turnover Pastries,58,1
490,Gin Gins Candy,45,19
491,Pompelmo Water,100,21
492,"Couscous, Israeli, Garlic Jalapeno",63,9
493,Pear and Blueberry Baby Breakfast,92,18
494,Yellow Cherry Tomato,83,4
495,Pure Cane Granulated W/Spout Sugar,17,13
497,Mascarpone Pistachio Caramel Gelato,37,1
502,"Frozen Desserts, Fit, Salted Caramel",37,1
503,Wild Rice Blend,68,10
504,Velveeta Shells & Cheese Bold Jalapeno,4,9
505,100% Natural String Cheese Mozzarella Cheese,21,16
507,Tikka Masala Curry Sauce,72,13
508,Freeze-Dried Edamame Veggie Snack,50,19
509,Starting Solids Carrots Organic Baby Food,92,18
510,Protein Blend Honey Oats & Seeds Cereal,121,14
512,Multigrain Pop Cakes,107,19
513,Honey Maid Graham Cracker Crumbs,17,13
515,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,120,16
516,American Cheese Slices,21,16
517,French Rolls,43,3
518,Turkey Meatloaf & Mashed Potatoes,38,1
519,Antioxidant Infusions Brasilia Blueberry,31,7
520,Sweet & Smokey Kansas City Bbq Sauce,72,13
522,Coffee Liqueur,124,5
524,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,92,18
526,Alcohol Free Maple Flavor,104,13
530,7UP,77,7
532,Unsalted Pretzel Round,107,19
533,Stuffed Pasta Shells,38,1
534,"Tomato Paste with Basil, Oregano & Garlic Flavor",81,15
536,Belgian Waffles,52,1
537,Kosher Dill Babies,110,13
539,Tri Color Tortilla Strips,89,13
540,Beef Strips Portabella Complete Meals,38,1
543,Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,107,19
544,Classic Original Hummus,67,20
545,Creamy Danish Blue Cheese Wedge,21,16
546,Tomatillo Salsa,51,13
548,Hi-Chew Strawberry Fruit,66,6
549,Cranberry Almond Fruit Clusters Dried Cranberries,125,19
550,"Granola, Veritas, Organic",57,14
551,"Riesling, Mosel, 2014",62,5
552,Organic Mango Peach Carrot Kickstart Smoothie,116,1
553,BBQ Concentrate & Marinade Sauce,5,13
554,Turkey Chili,1,20
556,Bake & Break Cheese Garlic Loaf,100,21
557,Red Seedless Grapes Imported,24,4
558,Organic Raw Almond Butter,88,13
559,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,61,19
560,Tea Temples Green Tea With Mint,94,7
561,Smoke Roasted Wild Sockeye Asian Sesame Salmon,15,12
562,Traditional Tartar Sauce,100,21
565,Light and Fluffy  Blueberry Pancake Mix,130,14
566,Organic Thin Sliced 100% Whole Wheat Bread,112,3
567,Malbec Red Wine,28,5
568,Artisan Style Melts Quattro Formaggi Pizza,79,1
569,Golden Cupcakes 8 Pack,61,19
570,White Chicken Chili with Beans Pouch,59,15
571,Thin & Crispy Crust Pepperoni Pizza,79,1
574,Crunch Vanilla Sugar Mini Cookies,61,19
575,Organic Medium Yellow Thai Curry,72,13
576,Vanilla Sugar Cookies,61,19
580,Washington State Merlot,28,5
581,Garnet Sweet Potato (Yam),83,4
582,Lite Whipped Topping,119,1
584,Organic Blueberry Pomegranate Whole Milk Yogurt,120,16
585,Pretzel Thins Parmesan Herb Crackers,78,19
588,Special K Original Cereal,121,14
589,Salsa Roja,51,13
590,Almonds Roasted and Salted,117,19
591,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,37,1
592,SpongeBob Shapes Macaroni & Cheese Dinner,4,9
593,"Linguine, No. 6",131,9
594,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,3,19
595,Injera Flat Bread,128,3
598,Cabernet Sauvignon California,28,5
600,Thick & Zesty Spaghetti Sauce Mix,104,13
601,Organic Crunchy Slaw Americana Salad,123,4
602,Banana Chocolate Chip,52,1
606,Salted Caramel Ice Cream,37,1
607,Goober Strawberry,88,13
608,Sparkling Lemon Seltzer Water,115,7
609,Clarified Lime Juice,17,13
610,Mac & Cheezy Ravioli For Kids,38,1
611,Uncured Hard Salami,96,20
612,"Rice, Extra Long Grain, Enriched",63,9
614,Plain Dairy-Free Probiotic Drinkable Cashewgurt,100,21
615,Supreme Pretzel Crackers,107,19
616,Silken Tofu,14,20
617,Organic Mozzarella,21,16
618,Apple Sparkling Juice Beverage,98,7
619,Spanish Peanuts,117,19
621,98% Fat Free Cream Of Chicken Soup,69,15
622,Fudge Brownies with English Walnuts,61,19
623,Fun Size Snacks,45,19
624,Chub Chorizo,100,21
625,"Chicken Breast Nuggets, Dinosaur Shaped",34,1
626,Organic Hearty Garden Vegetable Soup,69,15
627,Low Fat Honey Graham Crackers,61,19
628,Fresh Oj,98,7
630,Snack Size Candy,45,19
631,Original Puffcorn,107,19
633,Coconut Milk Creamer Barista Style Original,91,16
634,Organic California Blend,116,1
635,Little Bites Snickerdoodle Muffins,61,19
636,Red Raspberry Jam,88,13
637,Multigrain Peanut Butter Cereal,121,14
638,Won Ton Wrappers,66,6
639,Green Berry Rush Juice Drink,98,7
640,Spicy Tomato & Basil Pasta Sauce,9,9
641,Cheddar Cheese Curds,21,16
642,Three Cheese Ravioli,12,9
643,"Kidney Beans, Dark, Premium",30,6
644,Organic Southwestern Vegetable Soup,69,15
646,Organic Fruit Punch,98,7
647,Melanie Medleys Vegetable Cream Cheese,53,16
648,Elbow Macaroni,131,9
649,Classic coke,77,7
650,Pop'n Hot! Vegan Broccoli Poppers,50,19
651,Organic Salted Butter,36,16
652,Garden Strawberry Fruit Spread,88,13
653,"Flax, Oat Bran & Whole Wheat Flour Tortillas",128,3
655,Fettucine Paglia & Fieno Enriched Egg Pasta,131,9
657,"Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein",3,19
658,Keebler Sandies Cashew 12.8 Oz,61,19
659,Zero Strawberry Lemon,115,7
660,Foldit Flatbreads Artisan Rosemary & Olive Oil,128,3
661,Sweet Lemon Rain Dance Bar,48,14
663,Pico De Gallo,67,20
664,Cream Style Corn,81,15
665,Imitation Crabmeat,15,12
666,Whole Wheat Loaves,112,3
669,The Santa Cruz Burrito,38,1
670,"Coconut Drink, Vanilla",91,16
671,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,4,9
672,Double Berry Cheesecake,37,1
673,Chicken Base,69,15
675,"Thin Cakes, Puffed Multigrain",78,19
677,Peach Aloe Vera Drink,98,7
678,Original Minis Pretzel Chips,107,19
681,Whole Wheat Mini Toasts,78,19
683,Town House Sea Salt & Olive Oil Flatbread Crisps,78,19
684,Organic Elmo Vegetable Soup,69,15
685,Organic Porcini Mushroom Risotto,4,9
687,Cocktail Time Hummus,67,20
688,Sausage Gravy & Biscuit,52,1
690,Vegetable Hearty Garden Soup,100,21
691,Organic Promise Strawberry Fields Cereal,121,14
692,Skirt Steak,122,12
693,Tropical Brain Toniq,64,7
694,Greek & Chia Blood Orange Yogurt,120,16
695,Diet Dr Pepper Bottles,77,7
697,Quick Cooking Steel Cut Oats,130,14
699,Sugo Rosa Pasta Sauce,9,9
700,Jet Fuel Dark Roast Whole Bean Coffee,26,7
701,Blueberry Blast Bar,3,19
702,Cheese Spread Port Wine,2,16
703,Traditional No Fat Refried Beans,59,15
705,Fajita Flour Tortillas,128,3
709,Soft Eating Mango Flavor Liquorice,45,19
710,Garlic Barrel Pickles,110,13
711,Vegetarian Brown  Gravy Mix,5,13
712,Direct Trade El Diablo Dark Roast Whole Bean Coffee,26,7
714,Breakfast Blend Light Roast K-Cup Packs,26,7
718,Traditional Chicken Tuscany Soup,69,15
720,Artisan Spiced Pecan Turtle Ice Cream,37,1
721,Sweet Chai of Mine Chai Tea Bags,94,7
723,Movie Theater Butter Pop Corn,23,19
725,Ceylon Cinnamon,104,13
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,23,19
728,"Wraps, Turmeric",128,3
729,Superfood Bar Goji Acai Organic,3,19
731,Wild Mushroom Vegetarian Quarter Loaf,14,20
733,Cinnamon Pop'ettes,61,19
734,Salame All Natural Uncured Pepperoni,96,20
735,Four Cheese Pizza Frozen Sandwiches,129,1
736,"Beer, IPA",27,5
737,100% Whole Wheat Flour Burrito Tortillas,128,3
738,Almond Breeze Unsweetened Almond Coconut Milk Blend,91,16
739,Gourmet Australian Style Liquorice,45,19
740,Celery Heart,123,4
741,Bean Threads,66,6
742,Organic Raw Coconut Aminos,72,13
743,Pepperoni Party Pizza,79,1
744,Organic Four Bean Feast Baby Food,92,18
745,Complete Funfetti Buttermilk Pancake & Waffle Mix,130,14
747,Xylitol Sweetener,17,13
748,Romaine,123,4
749,Dark Chocolate Bar 68% Cacao,45,19
750,Marble Cake Slice,8,3
752,Tomatillos Tomatoes,30,6
753,Milk Chocolate Toffee Bits,17,13
755,Skim Milk sharp Cheddar Cheese Singles,21,16
756,Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,107,19
757,Premium Deli Hard Salami,96,20
758,No Sugar Added The Original Fudge Pops,37,1
760,Cracker Trio Selected Favorites,78,19
762,100% Columbian Coffee,26,7
763,Lemonade Flavor Drink Mix,90,7
764,Classic Butter Microwave Popcorn,23,19
766,Refried Beans Vegetarian,30,6
767,Organic Fiber Fruit Blend,116,1
768,Nacho Grain-Free Tortilla Chips,100,21
769,Sliced American Cheese,21,16
771,Butter Flavor Pan Popcorn,23,19
772,Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,4,9
774,Organic 100% Whole Wheat Rigatoni,131,9
775,Organic Dried Cranberries,117,19
776,Fruit Salad Gummi Candy,45,19
777,Teensy Fruits Baby Fruit Snacks Berry,92,18
778,All Natural Homestyle California Lemon Limeade,31,7
780,Breadstick,112,3
781,Organic Shredded Mild Cheddar,21,16
782,"85% Lean, 15% Fat Ground Turkey (013021)",49,12
784,Organic Vegetable Tray,83,4
785,Get Lost Weight Loss Tea,94,7
788,XXX Acai Blueberry Pomegranate,64,7
790,Garbanzo Beans,59,15
791,Creamy Chocolate Sugar Free Powder Coffee Creamer,53,16
792,Organic Pasteurized Apple Juice,98,7
793,Organic Spinach Quinoa Powermeal Bowl,123,4
794,Pad Thai Rice Noodles,66,6
796,Chocolate Reese's Peanut Butter Cup Creme Oreo,61,19
799,Fresh Cut Specialties Cut Golden Wax Beans,81,15
800,Organic Classic Caraway Kraut,110,13
802,Organic Super Berry Juice,31,7
803,Heirloom Boysenberries,116,1
804,Ratatouille,100,21
806,100% Cranberry Juice Blend,98,7
807,For Chicken Marinade,5,13
808,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,94,7
809,Bolani Pumpkin Filled Flatbread,13,20
